id,created_at,text
758977604871336000,Fri Jul 29 10:48:56 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
758258090256928800,Wed Jul 27 11:09:51 +0000 2016,Thanks for the recent follow @StartingPPCMot3 @SimonFi38739113 Happy to connect :) have a great Wednesday. (By https://t.co/XLZzPd9TEF)
758252809703665700,Wed Jul 27 10:48:52 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
757528033314021400,Mon Jul 25 10:48:51 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
756446142095700000,Fri Jul 22 11:09:49 +0000 2016,Thanks for the recent follow @CyberSecNE @xyqerevefip @xixopadowun Happy to connect :) have a great Friday. (By https://t.co/XLZzPd9TEF)
756440863400616000,Fri Jul 22 10:48:50 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
755716062901960700,Wed Jul 20 10:48:44 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
754996582890606600,Mon Jul 18 11:09:47 +0000 2016,Thanks for the recent follow @CRMFundCBI @MaanalFerrara Happy to connect :) have a great Monday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
754991285941829600,Mon Jul 18 10:48:44 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
753904179450552300,Fri Jul 15 10:48:57 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
753184639083085800,Wed Jul 13 11:09:46 +0000 2016,Thanks for the recent follow @FJGmcann @aura_cumbria Happy to connect :) have a great Wednesday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
753179374556328000,Wed Jul 13 10:48:50 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
752822237275664400,Tue Jul 12 11:09:42 +0000 2016,Thanks for the recent follow @nworldhotel @killua_abd Happy to connect :) have a great Tuesday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
752454555183423500,Mon Jul 11 10:48:40 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
751735055957921800,Sat Jul 09 11:09:38 +0000 2016,Thanks for the recent follow @conistonhotel @MediHosp @rynajezatav Happy to connect :) have a great Saturday. (Via https://t.co/HRvPgSgYoO)
751372714406019100,Fri Jul 08 11:09:49 +0000 2016,Thanks for the recent follow @Master_Plastics @Metromeet @up_seat Happy to connect :) have a great Friday. (Via https://t.co/HRvPgSyzNo)
751367466937360400,Fri Jul 08 10:48:58 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKXVCd)
750642642099146800,Wed Jul 06 10:48:46 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
749917877877157900,Mon Jul 04 10:48:49 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
749585107791392800,Sun Jul 03 12:46:30 +0000 2016,Thanks for the recent follow @Ginny10girl @MoonGaray Happy to connect :) have a great Sunday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
749560749379297300,Sun Jul 03 11:09:43 +0000 2016,Thanks for the recent follow @tradeandtech @tancolab @gakelypuzyf Happy to connect :) have a great Sunday. (Via https://t.co/HRvPgSgYoO)
748830738041102300,Fri Jul 01 10:48:55 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
748473569940639700,Thu Jun 30 11:09:39 +0000 2016,Thanks for the recent follow @marchantcain @JosephBalliroJr @jasonTSGrale Happy to connect :) have a great Thursday.
748135547516837900,Wed Jun 29 12:46:28 +0000 2016,Thanks for the recent follow @Grow4Manu1 @CherryMacTavish @JohnsonFamatta Happy to connect :) have a great Wednesday.
748111198470602800,Wed Jun 29 11:09:43 +0000 2016,Thanks for the recent follow @ConnectCRM1 @MarkR_SSC @jrector_TM Happy to connect :) have a great Wednesday. &gt;&gt; https://t.co/40rD5CKtTi
748105955980677100,Wed Jun 29 10:48:53 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (🆓 Insight via &gt;&gt; https://t.co/FPjH5yB0jM)
747773177502175200,Tue Jun 28 12:46:33 +0000 2016,Thanks for the recent follow @SpiersSafety @TsGrale @ismoduRosier3 Happy to connect :) have a great Tuesday. &gt;&gt; https://t.co/40rD5CKtTi
747748806838476800,Tue Jun 28 11:09:42 +0000 2016,Thanks for the recent follow @Carol_Merrin @MrLukeHodgson @isikplastikas Happy to connect :) have a great Tuesday.
747410799207940100,Mon Jun 27 12:46:35 +0000 2016,Thanks for the recent follow @simran_jsp @SportsMondiales @AddMfgTLN Happy to connect :) have a great Monday. &gt;&gt; https://t.co/40rD5CKtTi
747386443794780200,Mon Jun 27 11:09:48 +0000 2016,Thanks for the recent follow @Toffeemen68 @ChamberInt @Detail2Digital Happy to connect :) have a great Monday. &gt;&gt; https://t.co/40rD5CKtTi
747381192995987500,Mon Jun 27 10:48:56 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/nhiqbSe999 🆓🔹
747049222285910000,Sun Jun 26 12:49:48 +0000 2016,Thanks for the recent follow @mustafakaraja31 @alex2272joel Happy to connect :) have a great Sunday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
747024031862292500,Sun Jun 26 11:09:42 +0000 2016,Thanks for the recent follow @MKMpLastics @collins81757877 Happy to connect :) have a great Sunday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
746685974550220800,Sat Jun 25 12:46:23 +0000 2016,Thanks for the recent follow @sallyannetucker @mikerigbyMTL Happy to connect :) have a great Saturday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
746661629023002600,Sat Jun 25 11:09:39 +0000 2016,Thanks for the recent follow @TorusTechnology @adi_duka Happy to connect :) have a great Saturday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
746323612274069500,Fri Jun 24 12:46:29 +0000 2016,Thanks for the recent follow @HONEST_GOODS @DamnitSaldivar Happy to connect :) have a great Friday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
746299278709055500,Fri Jun 24 11:09:48 +0000 2016,Thanks for the recent follow @Stream_recruit @OraclePrecEng Happy to connect :) have a great Friday. &gt;&gt; Get FREE? https://t.co/moWgK5eiPq
746294029063622700,Fri Jun 24 10:48:56 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/nhiqbSe999 🆓🔹
745961208042262500,Thu Jun 23 12:46:25 +0000 2016,Thanks for the recent follow @gambica @stevenbrambley @FredLMJeditor Happy to connect :) have a great Thursday. &gt;&gt; https://t.co/40rD5CKtTi
745936880768692200,Thu Jun 23 11:09:45 +0000 2016,Thanks for the recent follow @Colt_UK @FantastakLtd @ConorlatColt Happy to connect :) have a great Thursday. &gt;&gt; https://t.co/40rD5CKtTi
745598851273265200,Wed Jun 22 12:46:33 +0000 2016,Thanks for the recent follow @For_Demand_UK @ChaddBlunt @bpds Happy to connect :) have a great Wednesday. &gt;&gt; https://t.co/40rD5CKtTi
745574568102813700,Wed Jun 22 11:10:03 +0000 2016,Thanks for the recent follow @owen_sharples @SurefastIntl Happy to connect :) have a great Wednesday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
745569271875416000,Wed Jun 22 10:49:01 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
745236468977672200,Tue Jun 21 12:46:34 +0000 2016,Thanks for the recent follow @Adelaide_Eng @FBCMBMFG @HJCRecruitment Happy to connect :) have a great Tuesday. &gt;&gt; https://t.co/40rD5CKtTi
745212731284820000,Tue Jun 21 11:12:15 +0000 2016,Thanks for the recent follow @MyTradeTVMick @NashSGC @BakedTileCo Happy to connect :) have a great Tuesday. &gt;&gt; https://t.co/40rD5CKtTi
743762609229357000,Fri Jun 17 11:09:59 +0000 2016,Thanks for the recent follow @Grow4Machinery @mustafakaraja31 Happy to connect :) have a great Friday. &gt;&gt; Get FREE? https://t.co/moWgK5eiPq
743762386650226700,Fri Jun 17 11:09:06 +0000 2016,#FollowFriday @mrkwd @Jonny_Will_28 top Influencers this week! Have a great weekend :) (Via ➪ https://t.co/WezPLAxyQK grow followers 🆓)
743757368853299200,Fri Jun 17 10:49:09 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/1y3DKKGkdD)
743034193618178000,Wed Jun 15 10:55:31 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/bGGsUjpgYN)
742699751343194100,Tue Jun 14 12:46:34 +0000 2016,Thanks for the recent follow @DonBurGroup @pyxugazarot Happy to connect :) have a great Tuesday. (🆓 Insight via &gt;&gt; https://t.co/FPjH5yB0jM)
742337327796621300,Mon Jun 13 12:46:25 +0000 2016,Thanks for the recent follow @MKMpLastics @up_seat Happy to connect :) have a great Monday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
742307719084793900,Mon Jun 13 10:48:46 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this? It's FREE! https://t.co/bGGsUjpgYN)
741950583431520300,Sun Jun 12 11:09:38 +0000 2016,Thanks for the recent follow @8bit_suicide @RensonProducts Happy to connect :) have a great Sunday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
741588185390534700,Sat Jun 11 11:09:36 +0000 2016,Thanks for the recent follow @CBI_PublicServ @muxisosaqyta Happy to connect :) have a great Saturday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
741220603995127800,Fri Jun 10 10:48:57 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Via ➪ https://t.co/aULPbtGChd grow followers 🆓)
740501063036371000,Wed Jun 08 11:09:45 +0000 2016,Thanks for the recent follow @AndyNeely @adi_duka Happy to connect :) have a great Wednesday. (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
740495807162376200,Wed Jun 08 10:48:52 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
739771019171233800,Mon Jun 06 10:48:49 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
739413878803570700,Sun Jun 05 11:09:41 +0000 2016,Thanks for the recent follow @Toffeemen68 @SubconLaser @jasonTSGrale Happy to connect :) have a great Sunday. &gt;&gt; https://t.co/40rD5CKtTi
739051510831546400,Sat Jun 04 11:09:45 +0000 2016,Thanks for the recent follow @FariniaSetforge @gunosybilab Happy to connect :) have a great Saturday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
738683901225230300,Fri Jun 03 10:49:00 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
737959050600579100,Wed Jun 01 10:48:42 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
737239565161791500,Mon May 30 11:09:44 +0000 2016,Thanks for the recent follow @HiGrowExPats @shirle_yl @gibafufyqem Happy to connect :) have a great Monday. &gt;&gt; https://t.co/40rD5CKtTi
737234284465918000,Mon May 30 10:48:45 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
736877156848926700,Sun May 29 11:09:39 +0000 2016,Thanks for the recent follow @4ChallengeUK @TsGrale Happy to connect :) have a great Sunday. (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
736147172874293200,Fri May 27 10:48:57 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
735427623812137000,Wed May 25 11:09:43 +0000 2016,Thanks for the recent follow @WhatsNewInElec1 @CATax4CBI Happy to connect :) have a great Wednesday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
735422361667670000,Wed May 25 10:48:49 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Via ➪ https://t.co/aULPbtGChd grow followers 🆓)
734697547936063500,Mon May 23 10:48:40 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
733978043849396200,Sat May 21 11:09:36 +0000 2016,Thanks for the recent follow @XavierAthletica @OraclePrecEng Happy to connect :) have a great Saturday. &gt;&gt; https://t.co/40rD5CKtTi
733610466304397300,Fri May 20 10:48:59 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Via ➪ https://t.co/aULPbtGChd grow followers 🆓)
732885640866472000,Wed May 18 10:48:47 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
732160860076957700,Mon May 16 10:48:46 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
731803733093294100,Sun May 15 11:09:40 +0000 2016,Thanks for the recent follow @tancolab @Adelaide_Eng Happy to connect :) have a great Sunday. 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
731073743053717500,Fri May 13 10:48:57 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
730348902952534000,Wed May 11 10:48:42 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (🆓 Insight via &gt;&gt; https://t.co/1ld5WwNAI2)
729624131939897300,Mon May 09 10:48:43 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
728537046369763300,Fri May 06 10:49:02 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
727812203995258900,Wed May 04 10:48:46 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
727455215973068800,Tue May 03 11:10:13 +0000 2016,Thanks for the recent follow @owen_sharples @yuvenaliisavin Happy to connect :) have a great Tuesday. &gt;&gt; Get FREE? https://t.co/z3KHO8C0n3
727087682296258600,Mon May 02 10:49:46 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
726000305188429800,Fri Apr 29 10:48:55 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
725643151981977600,Thu Apr 28 11:09:43 +0000 2016,Thanks for the recent follow @sallyannetucker @ismoduRosier3 Happy to connect :) have a great Thursday. &gt;&gt; https://t.co/40rD5CKtTi
725275481432416300,Wed Apr 27 10:48:44 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
724550703432101900,Mon Apr 25 10:48:43 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
723463614334529500,Fri Apr 22 10:49:01 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
723101160844890100,Thu Apr 21 10:48:45 +0000 2016,Hello everyone, have a great Thursday! Looking forward to reading your tweets :) (FREE Automation &gt;&gt; https://t.co/jiIwr7vekq)
722678484091461600,Wed Apr 20 06:49:11 +0000 2016,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (Want this FREE feature too? https://t.co/s979hxhAhU)
722017195400646700,Mon Apr 18 11:01:28 +0000 2016,Thanks for the recent follow @Detail2Digital @JosephBalliroJr Happy to connect :) have a great Monday. (Via https://t.co/HRvPgSgYoO)
721953036847816700,Mon Apr 18 06:46:31 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (Want this FREE feature too? https://t.co/s979hwZYTk)
720865868712771600,Fri Apr 15 06:46:30 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (FREE Automation &gt;&gt; https://t.co/jiIwr7vekq)
720567634538811400,Thu Apr 14 11:01:26 +0000 2016,Thanks for the recent follow @NashSGC @SpiersSafety Happy to connect :) have a great Thursday. (Want this 🆓? &gt;&gt; https://t.co/k12V7qgjej)
720503493631602700,Thu Apr 14 06:46:33 +0000 2016,Hello everyone, have a great Thursday! Looking forward to reading your tweets :) (Want this 🆓? &gt;&gt; https://t.co/k12V7pYImL)
719659288080228400,Mon Apr 11 22:51:59 +0000 2016,Hello everyone, have a great Monday! Looking forward to reading your tweets :) 🔹🆓Grow followers ➪ https://t.co/oIE6AHvr9x 🆓🔹
718567749614641200,Fri Apr 08 22:34:36 +0000 2016,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (Want this FREE feature too? https://t.co/s979hwZYTk)
718552937052577800,Fri Apr 08 21:35:44 +0000 2016,Thanks for the recent follow @Heber_Limited @HONEST_GOODS Happy to connect :) have a great Friday. (Via https://t.co/HRvPgSgYoO)
